MC,CLA,CLS,Q,CLR
198.89,199.20,200.44,2,"[197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224]"
199.20,200.80,200.44,2,"[197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224, 199.22207228505383]"
199.22,200.80,200.44,2,"[199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224, 199.22207228505383, 220.91057705697935]"
199.66,200.80,200.44,2,"[196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224, 199.22207228505383, 220.91057705697935, 200.52989870899225]"
199.73,200.80,200.44,2,"[196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224, 199.22207228505383, 220.91057705697935, 200.52989870899225, 200.98967807617257]"
200.23,200.80,200.44,2,"[199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224, 199.22207228505383, 220.91057705697935, 200.52989870899225, 200.98967807617257, 203.57375440690151]"
200.44,200.80,210.44,1,"[199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224, 199.22207228505383, 220.91057705697935, 200.52989870899225, 200.98967807617257, 203.57375440690151]"
200.53,200.80,210.44,2,"[203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224, 199.22207228505383, 220.91057705697935, 200.52989870899225, 200.98967807617257, 203.57375440690151]"
200.56,200.80,210.44,2,"[212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224, 199.22207228505383, 220.91057705697935, 200.52989870899225, 200.98967807617257, 203.57375440690151, 201.71398527766866]"
200.76,200.80,210.44,2,"[198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224, 199.22207228505383, 220.91057705697935, 200.52989870899225, 200.98967807617257, 203.57375440690151, 201.71398527766866, 201.72321624245654]"
200.80,205.42,210.44,2,"[198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224, 199.22207228505383, 220.91057705697935, 200.52989870899225, 200.98967807617257, 203.57375440690151, 201.71398527766866, 201.72321624245654, 205.21585981960737]"
200.99,205.42,210.44,2,"[200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224, 199.22207228505383, 220.91057705697935, 200.52989870899225, 200.98967807617257, 203.57375440690151, 201.71398527766866, 201.72321624245654, 205.21585981960737, 216.3675158499418]"
201.43,205.42,210.44,2,"[198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458, 206.6124264932224, 199.22207228505383, 220.91057705697935, 200.52989870899225, 200.98967807617257, 203.57375440690151, 201.71398527766866, 201.72321624245654, 205.21585981960737, 216.3675158499418, 203.54168804098958]"
